term,ngram,total_frequency,article_count
committee identifies,2,2,1
committee identifies glaring,3,2,1
committee policy,2,2,1
committee policy proposals,3,2,1
commons speaker,2,2,1
commons speaker asked,3,2,1
commonwealth force,2,2,1
communication interaction,2,2,1
community school,2,2,1
company palantir,2,2,1
company palantir monitor,3,2,1
competition together,2,2,1
completely normal,2,2,1
complex needs including,3,2,1
conduct financial,2,2,1
conduct financial remedy,3,2,1
confirmed operation,2,2,1
confirmed operation wave,3,2,1
confirmed send,2,2,1
confirmed send tribunals,3,2,1
confront,1,2,1
confront failure,2,2,1
considered charli,2,2,1
considered charli pictured,3,2,1
considered neet,2,2,1
constitutional conundrum,2,2,1
constitutional conundrum joshua,3,2,1
constitutional principles,2,2,1
constitutional principles give,3,2,1
construction scams,2,2,1
contact schools,2,2,1
content farms,2,2,1
contributions,1,2,1
contributions screen,2,2,1
contributions screen multiple,3,2,1
controlling behaviour,2,2,1
conundrum,1,2,1
conundrum joshua,2,2,1
conundrum joshua rozenberg,3,2,1
convincing,1,2,1
convincing berard,2,2,1
corcoran,1,2,1
corcoran government,2,2,1
corcoran government legal,3,2,1
core general,2,2,1
corners,1,2,1
corners internet,2,2,1
cost pressures,2,2,1
cost uniform,2,2,1
cost-free,1,2,1
costs predicted,2,2,1
costs predicted reach,3,2,1
couldn foreseen,2,2,1
couldn foreseen hope,3,2,1
council axes,2,2,1
council axes terrible,3,2,1
council failed,2,2,1
council knowsley,2,2,1
council knowsley council,3,2,1
council moves,2,2,1
council moves forward,3,2,1
council opts,2,2,1
council opts send,3,2,1
council second,2,2,1
council second homes,3,2,1
council spend school,3,2,1
council working,2,2,1
council working integrated,3,2,1
councillor bickley,2,2,1
councils thousands,2,2,1
councils thousands school,3,2,1
counted,1,2,1
counterculture,1,2,1
counterculture comedy,2,2,1
counterculture comedy dominated,3,2,1
counters,1,2,1
country prepared,2,2,1
country prepared confront,3,2,1
coursing chase,2,2,1
court bars,2,2,1
court bars senior,3,2,1
court heard,2,2,1
court throw,2,2,1
court throw claim,3,2,1
coverings public,2,2,1
covid lockdowns,2,2,1
crashes,1,2,1
create education system,3,2,1
create ice-style,2,2,1
create ice-style agency,3,2,1
creates,1,2,1
creates constitutional,2,2,1
creates constitutional conundrum,3,2,1
critical mineral,2,2,1
critical national,2,2,1
critical national infrastructure,3,2,1
criticisms,1,2,1
cross memories,2,2,1
cross memories tehran,3,2,1
crossing,1,2,1
crunch rising,2,2,1
crunch rising costs,3,2,1
crux,1,2,1
crux problem,2,2,1
cultural force,2,2,1
cultural force jenna,3,2,1
cunningham,1,2,1
curbs,1,2,1
curtain,1,2,1
cuthbert staff,2,2,1
daily email,2,2,1
daily email biggest,3,2,1
daniel associate,2,2,1
daniel associate professor,3,2,1
darren,1,2,1
darren cunningham,2,2,1
data centres,2,2,1
data page,2,2,1
data page february,3,2,1
data protection claims,3,2,1
data published,2,2,1
daughter faces,2,2,1
daughter faces mile,3,2,1
daughters,1,2,1
david blunkett,2,2,1
david blunkett estelle,3,2,1
davies-jones,1,2,1
davis,1,2,1
day-to-day support,2,2,1
days around,2,2,1
days around additional,3,2,1
deceased lawyer,2,2,1
deceased lawyer iain,3,2,1
decision freeze repayment,3,2,1
decision retain,2,2,1
dedicated deporting,2,2,1
dedicated deporting hundreds,3,2,1
dedication,1,2,1
deeply misleading,2,2,1
defeated england,2,2,1
defence ministry,2,2,1
defence ministry confirmed,3,2,1
defence union,2,2,1
defence union solicitors,3,2,1
definition published,2,2,1
defrauded,1,2,1
delayed until published,3,2,1
deliver decade,2,2,1
deliver decade national,3,2,1
deliver million additional,3,2,1
deliver need,2,2,1
delivered previous,2,2,1
delivered previous governments,3,2,1
deliveries,1,2,1
delivery service,2,2,1
demand rising,2,2,1
demand rising unsustainable,3,2,1
deny,1,2,1
department professional,2,2,1
department professional indemnity,3,2,1
depicted,1,2,1
deport illegal,2,2,1
deport illegal migrants,3,2,1
deportation,1,2,1
deporting,1,2,1
deporting hundreds,2,2,1
deporting hundreds thousands,3,2,1
deprived areas trailing,3,2,1
depth bench,2,2,1
depth bench failing,3,2,1
depth lord,2,2,1
depth lord chancellor,3,2,1
depth matt,2,2,1
depth matt goodwin,3,2,1
depth mazur,2,2,1
depth mazur madness,3,2,1
depths,1,2,1
deputy andrews,2,2,1
designing,1,2,1
detain deport,2,2,1
detain deport illegal,3,2,1
detectives,1,2,1
deteriorated,1,2,1
determines protection,2,2,1
diagnosed inoperable,2,2,1
diagnosed inoperable brain,3,2,1
diamond district,2,2,1
dick bought,2,2,1
died according,2,2,1
died according findings,3,2,1
difficulties securing,2,2,1
digital burnout,2,2,1
dignified,1,2,1
direct interventions,2,2,1
direct interventions children,3,2,1
directly your,2,2,1
directories legal,2,2,1
directories legal services,3,2,1
directory charity,2,2,1
directory charity explorer,3,2,1
disabled children mainstream,3,2,1
disabled young,2,2,1
discuss work,2,2,1
discuss work doing,3,2,1
displayed,1,2,1
disruption families,2,2,1
district national,2,2,1
district national park,3,2,1
diversify,1,2,1
diversify struggles,2,2,1
diversify struggles recruit,3,2,1
documentary,1,2,1
documents andrew,2,2,1
does feel,2,2,1
does work moment,3,2,1
doing transform,2,2,1
dollars,1,2,1
dolphins porpoises,2,2,1
dominated baftas,2,2,1
dominated baftas taking,3,2,1
dominated life,2,2,1
donated,1,2,1
donation,1,2,1
donor family incredible,3,2,1
dorset council,2,2,1
dorset police,2,2,1
doubling council,2,2,1
down detain,2,2,1
down detain deport,3,2,1
down individual,2,2,1
down individual level,3,2,1
dozen states,2,2,1
drama teacher,2,2,1
drill,1,2,1
drilling down,2,2,1
drivers,1,2,1
drug traffickers,2,2,1
drug traffickers mexican,3,2,1
during lockdowns,2,2,1
dyspraxia,1,2,1
early-warning,1,2,1
earners,1,2,1
earthquake,1,2,1
earthquake video,2,2,1
earthquake video proven,3,2,1
easing,1,2,1
easing pressure,2,2,1
easing pressure legal,3,2,1
eastenders,1,2,1
eastenders kellie,2,2,1
eastenders kellie bright,3,2,1
eating disorder,2,2,1
edie,1,2,1
edie bowles,2,2,1
edie bowles interpretation,3,2,1
edinburgh walk-in,2,2,1
editor atkins,2,2,1
eduardo reyes women,3,2,1
education child,2,2,1
education committee policy,3,2,1
education employment opportunities,3,2,1
education estate children,3,2,1
education health social,3,2,1
education leaders,2,2,1
education partners,2,2,1
education public,2,2,1
education public good,3,2,1
education send white,3,2,1
education system working,3,2,1
educational psychology occupational,3,2,1
effective send,2,2,1
effective send support,3,2,1
effects,1,2,1
efficiency,1,2,1
efficiency must,2,2,1
efficiency must never,3,2,1
ehcp special,2,2,1
ehcp special alternative,3,2,1
ehrc,1,2,1
email biggest,2,2,1
email biggest stories,3,2,1
embryo,1,2,1
embryo transfer,2,2,1
emissions,1,2,1
emma experience,2,2,1
emma webber,2,2,1
emotional development,2,2,1
employment opportunities,2,2,1
empowers,1,2,1
empowers future,2,2,1
empowers future professional,3,2,1
ends runaway,2,2,1
ends runaway independent,3,2,1
enforceable plans,2,2,1
enforceable plans children,3,2,1
engagement crisis,2,2,1
england overhaul,2,2,1
england send overhaul,3,2,1
enough children,2,2,1
enough children special,3,2,1
ensure ratios,2,2,1
entertained idea,2,2,1
entitlements children,2,2,1
eotas,1,2,1
eotas arrangements,2,2,1
essex police aware,3,2,1
estate children,2,2,1
estate children young,3,2,1
estate houses,2,2,1
ethics,1,2,1
ethics eye-watering,2,2,1
ethics eye-watering price,3,2,1
european hospital,2,2,1
events leading,2,2,1
ever laura,2,2,1
ever laura pitcher,3,2,1
everard,1,2,1
everard sabina,2,2,1
everard sabina nessa,3,2,1
every area,2,2,1
every area whether,3,2,1
every council,2,2,1
every council working,3,2,1
every pupil,2,2,1
every pupil thrive,3,2,1
every single institution,3,2,1
every stage education,3,2,1
every town,2,2,1
evidence against,2,2,1
evidence heard,2,2,1
exam,1,2,1
examine events,2,2,1
examine events leading,3,2,1
examines contributions,2,2,1
examines contributions screen,3,2,1
examines footage,2,2,1
excellence exclusion,2,2,1
excellence exclusion inspection,3,2,1
exclusion inspection,2,2,1
exclusion inspection metrics,3,2,1
existing space,2,2,1
expansion newcomer,2,2,1
expansion newcomer injunctions,3,2,1
expansion published,2,2,1
expansion published november,3,2,1
expansion rights children,3,2,1
expense constitutional,2,2,1
expense constitutional principles,3,2,1
experience mainstream,2,2,1
experience mainstream school,3,2,1
expert training,2,2,1
expert training direct,3,2,1
experts hand offer,3,2,1
experts saying,2,2,1
explorer back,2,2,1
explorer back parent,3,2,1
extremely volatile,2,2,1
eye-watering,1,2,1
eye-watering price,2,2,1
eye-watering price martin,3,2,1
face coverings public,3,2,1
face less,2,2,1
face less choice,3,2,1
face stark,2,2,1
face stark choices,3,2,1
faces mile,2,2,1
faces mile round,3,2,1
facing challenge,2,2,1
facing challenge whistleblowing,3,2,1
facing government,2,2,1
facing send system,3,2,1
fail meet legal,3,2,1
failing deliver,2,2,1
failing deliver need,3,2,1
failing diversify,2,2,1
failing diversify struggles,3,2,1
failing officers,2,2,1
failure commit,2,2,1
fake gets,2,2,1
fake gets millions,3,2,1
fakes,1,2,1
false summit,2,2,1
families affected deaths,3,2,1
families described,2,2,1
families disabled,2,2,1
families disabled children,3,2,1
families ensure,2,2,1
families faced,2,2,1
families professionals delivering,3,2,1
families staff,2,2,1
family beadnell,2,2,1
family incredible,2,2,1
family incredible gift,3,2,1
family worry england,3,2,1
farage accused,2,2,1
farage accused performing,3,2,1
farage nigel,2,2,1
farage nigel farage,3,2,1
farms,1,2,1
farron,1,2,1
fascinated,1,2,1
fascinated cultural,2,2,1
fascinated cultural force,3,2,1
fascinating,1,2,1
features theweek,2,2,1
feel all-consuming,2,2,1
feel all-consuming should,3,2,1
feel alone,2,2,1
feels personal,2,2,1
feels personal michael,3,2,1
fees maintenance,2,2,1
fees maintenance loans,3,2,1
fell love,2,2,1
fell love couldn,3,2,1
fiesta,1,2,1
film best,2,2,1
film best director,3,2,1
films,1,2,1
finance tours,2,2,1
financial remedy,2,2,1
financial remedy proceedings,3,2,1
financing,1,2,1
finchley,1,2,1
finchley road,2,2,1
finding solutions,2,2,1
finding solutions school,3,2,1
fine because,2,2,1
firearms licensing,2,2,1
firm jury,2,2,1
firm jury trial,3,2,1
fish,1,2,1
fish chip,2,2,1
five former,2,2,1
five former education,3,2,1
five other,2,2,1
flexibility alone,2,2,1
flexibility alone easing,3,2,1
flight,1,2,1
flight data,2,2,1
flooding,1,2,1
focus earlier,2,2,1
focused making,2,2,1
focused making system,3,2,1
followers,1,2,1
food technology,2,2,1
food technology room,3,2,1
force jenna,2,2,1
force jenna mahale,3,2,1
forces mexico,2,2,1
forces mexico defence,3,2,1
foreseen,1,2,1
foreseen hope,2,2,1
foreseen hope allowed,3,2,1
form college,2,2,1
form colleges,2,2,1
form colleges association,3,2,1
formula urgently,2,2,1
forum data,2,2,1
forum data protection,3,2,1
forward plans,2,2,1
forward plans send,3,2,1
fought hard,2,2,1
fought hard family,3,2,1
four countries,2,2,1
four different,2,2,1
four tiers,2,2,1
fourth anniversary,2,2,1
fourth anniversary russia,3,2,1
free daily,2,2,1
free daily email,3,2,1
free school projects,3,2,1
free schools,2,2,1
freedom speech,2,2,1
freeze repayment,2,2,1
freezing threshold,2,2,1
freya,1,2,1
friends family,2,2,1
fuelled,1,2,1
fuelled fear,2,2,1
full education,2,2,1
full education paid,3,2,1
full school worth,3,2,1
fundamental shift,2,2,1
funding formula urgently,3,2,1
further study pathway,3,2,1
future professional,2,2,1
future professional development,3,2,1
futures foundation,2,2,1
garments,1,2,1
garner very,2,2,1
gemma sherrington,2,2,1
gender ideology,2,2,1
general religion,2,2,1
general religion particular,3,2,1
generate electricity,2,2,1
generation lawyers,2,2,1
generation lawyers defence,3,2,1
geothermal electricity,2,2,1
geothermal power,2,2,1
gets millions,2,2,1
gets millions views,3,2,1
giants unveil,2,2,1
giants unveil partners,3,2,1
gilmore,1,2,1
give place,2,2,1
give system,2,2,1
give system legitimacy,3,2,1
glaring unanswered,2,2,1
glaring unanswered questions,3,2,1
glazzard rosalind,2,2,1
glazzard rosalind hollis,3,2,1
gloucestershire listen,2,2,1
gloucestershire listen latest,3,2,1
going into independent,3,2,1
goldwater lawyers,2,2,1
good excellent,2,2,1
good labour,2,2,1
goodwin,1,2,1
goodwin seeking,2,2,1
goodwin seeking become,3,2,1
gould government,2,2,1
gould solicitors,2,2,1
gould solicitors legal,3,2,1
government adviser,2,2,1
government association county,3,2,1
government believes,2,2,1
government budget,2,2,1
government confirmed send,3,2,1
government decision retain,3,2,1
government ends,2,2,1
government ends runaway,3,2,1
government independent,2,2,1
government launches,2,2,1
government legal,2,2,1
government legal department,3,2,1
government must provide,3,2,1
government stopped,2,2,1
government stopped travelling,3,2,1
grandchildren,1,2,1
granite,1,2,1
grants students,2,2,1
gray,1,2,1
green technology,2,2,1
grid,1,2,1
ground source,2,2,1
ground source heat,3,2,1
guests,1,2,1
guidance in-house,2,2,1
guidance in-house lawyers,3,2,1
guidance unworkable,2,2,1
guidance unworkable whistleblowing,3,2,1
gunman,1,2,1
gunmen,1,2,1
gunmen blocking,2,2,1
gunmen blocking highways,3,2,1
haines lyon associate,3,2,1
half dozen,2,2,1
half dozen states,3,2,1
half grade,2,2,1
hall family,2,2,1
hall family beadnell,3,2,1
hamas leader,2,2,1
hand offer,2,2,1
hanford,1,2,1
hard family,2,2,1
hard family worry,3,2,1
hard know,2,2,1
hare coursing chase,3,2,1
harming,1,2,1
harming themselves,2,2,1
having needs,2,2,1
hayes government,2,2,1
hayes government must,3,2,1
head newsletters,2,2,1
headteachers hold,2,2,1
headteachers hold send-specific,3,2,1
health board,2,2,1
health board commission,3,2,1
health boards,2,2,1
health condition,2,2,1
health impact leaders,3,2,1
health partners,2,2,1
heating households,2,2,1
heating prices,2,2,1
hector,1,2,1
hector dick,2,2,1
helen hayes government,3,2,1
hell,1,2,1
help joseph,2,2,1
help other women,3,2,1
help rescue,2,2,1
help support need,3,2,1
helping genuinely,2,2,1
helping genuinely need,3,2,1
here five,2,2,1
here your,2,2,1
here your questions,3,2,1
hertfordshire send,2,2,1
hertfordshire send partnership,3,2,1
hesselgrove,1,2,1
hessle,1,2,1
high court,2,2,1
high court throw,3,2,1
high-cost,1,2,1
higher salaries,2,2,1
highest priority,2,2,1
highlights some,2,2,1
highways,1,2,1
highways half,2,2,1
highways half dozen,3,2,1
hold send-specific,2,2,1
hold send-specific qualification,3,2,1
holder,1,2,1
holiday second,2,2,1
holiday second home,3,2,1
holyrood,1,2,1
home awards,2,2,1
home awards including,3,2,1
home borrow,2,2,1
home owners,2,2,1
homes built sites,3,2,1
homeschool,1,2,1
homicide victims,2,2,1
hope allowed,2,2,1
hope allowed toby,3,2,1
hopes future,2,2,1
horizons nursery,2,2,1
hostages,1,2,1
hostility,1,2,1
house commons speaker,3,2,1
hugo birth,2,2,1
hugo born,2,2,1
hull east,2,2,1
humanitarian mission,2,2,1
hundreds homes,2,2,1
hundreds thousands well,3,2,1
hurt,1,2,1
husband paul,2,2,1
hype,1,2,1
iain gould,2,2,1
iain gould solicitors,3,2,1
ice-style,1,2,1
ice-style agency,2,2,1
ice-style agency dedicated,3,2,1
identifies glaring,2,2,1
identifies glaring unanswered,3,2,1
ideology,1,2,1
ignored intelligence,2,2,1
ignored intelligence operation,3,2,1
immigration reform,2,2,1
immigration reform create,3,2,1
impact leaders,2,2,1
impact leaders teachers,3,2,1
impact statement read,3,2,1
impacted want,2,2,1
impacted want changing,3,2,1
improve inclusivity,2,2,1
improve inclusivity accessibility,3,2,1
improving outcomes young,3,2,1
in-house lawyers whistleblowing,3,2,1
in-house solicitor,2,2,1
in-house solicitor facing,3,2,1
in-year,1,2,1
in-year admissions,2,2,1
inactivity,1,2,1
including best,2,2,1
including best film,3,2,1
inclusion investment,2,2,1
inclusive mainstream offer,3,2,1
inclusive practice norm,3,2,1
inclusive support,2,2,1
inclusivity accessibility,2,2,1
inconsistencies,1,2,1
incorporate,1,2,1
increase places,2,2,1
increase risk,2,2,1
incredible gift,2,2,1
indefinite,1,2,1
indefinite leave,2,2,1
indefinite leave remain,3,2,1
independent legal,2,2,1
india,1,2,1
india crash,2,2,1
individual level,2,2,1
inherited student,2,2,1
inherited student loan,3,2,1
injunctions,1,2,1
inman,1,2,1
inoperable,1,2,1
inoperable brain,2,2,1
inoperable brain tumour,3,2,1
inquiry announced,2,2,1
inquiry examine events,3,2,1
insight flexibility,2,2,1
insight flexibility alone,3,2,1
insights travel insight,3,2,1
insolvent,1,2,1
inspection metrics,2,2,1
inspection metrics education,3,2,1
inspector,1,2,1
instead cash,2,2,1
integral,1,2,1
integral school,2,2,1
integral school system,3,2,1
integrated care boards,3,2,1
intelligence operation,2,2,1
intelligence operation might,3,2,1
interaction,1,2,1
international women eduardo,3,2,1
international women international,3,2,1
international women opinion,3,2,1
internships,1,2,1
internships locking,2,2,1
internships locking working-class,3,2,1
interpretation,1,2,1
interpretation determines,2,2,1
interpretation determines protection,3,2,1
interventions children,2,2,1
interventions children short-term,3,2,1
interview pelicot,2,2,1
interview pelicot must,3,2,1
into care,2,2,1
into independent,2,2,1
into leeds,2,2,1
into mosques,2,2,1
invasion ukraine,2,2,1
invasion ukraine superb,3,2,1
